Accession	Organism	Kingdom	Sequence length	SP cleavage	transmembrane_term
Q9HB07	Homo sapiens	Metazoa	376	False	False
P61224	Homo sapiens	Metazoa	184	False	False
Q14156	Homo sapiens	Metazoa	821	False	False
Q9Y2G0	Homo sapiens	Metazoa	817	False	False
Q9Y6H1	Homo sapiens	Metazoa	151	False	False
Q96MT3	Homo sapiens	Metazoa	831	False	False
Q9NX47	Homo sapiens	Metazoa	278	False	False
Q9H299	Homo sapiens	Metazoa	93	False	False
O00763	Homo sapiens	Metazoa	2458	False	False
O60333	Homo sapiens	Metazoa	1816	False	False
O60783	Homo sapiens	Metazoa	128	False	False
P42765	Homo sapiens	Metazoa	397	False	False
P43897	Homo sapiens	Metazoa	325	False	False
P51398	Homo sapiens	Metazoa	398	False	False
P56134	Homo sapiens	Metazoa	94	False	True
P59942	Homo sapiens	Metazoa	119	False	False
Q13405	Homo sapiens	Metazoa	166	False	False
Q16822	Homo sapiens	Metazoa	640	False	False
Q3SXM5	Homo sapiens	Metazoa	330	False	False
Q5SXM8	Homo sapiens	Metazoa	178	False	False
Q5T2R2	Homo sapiens	Metazoa	415	False	False
Q6IB77	Homo sapiens	Metazoa	296	False	False
Q6P4F2	Homo sapiens	Metazoa	183	False	False
Q7L5Y1	Homo sapiens	Metazoa	443	False	False
Q7Z695	Homo sapiens	Metazoa	626	False	False
Q86YH6	Homo sapiens	Metazoa	399	False	False
Q8TDB4	Homo sapiens	Metazoa	240	False	False
Q96DX5	Homo sapiens	Metazoa	294	False	False
Q96E29	Homo sapiens	Metazoa	417	False	False
Q96I59	Homo sapiens	Metazoa	477	False	False
Q96SZ6	Homo sapiens	Metazoa	601	False	False
Q96T21	Homo sapiens	Metazoa	854	False	False
Q9H825	Homo sapiens	Metazoa	291	False	False
Q9NNW7	Homo sapiens	Metazoa	524	False	False
Q9NUJ1	Homo sapiens	Metazoa	306	False	False
Q9NWQ9	Homo sapiens	Metazoa	140	False	False
Q9NWS8	Homo sapiens	Metazoa	449	False	False
Q9UDR5	Homo sapiens	Metazoa	926	False	False
Q9UI17	Homo sapiens	Metazoa	866	False	False
Q9UII2	Homo sapiens	Metazoa	106	False	False
Q9UK39	Homo sapiens	Metazoa	431	False	False
Q9Y3D2	Homo sapiens	Metazoa	182	False	False
Q9Y3D9	Homo sapiens	Metazoa	190	False	False
P56589	Homo sapiens	Metazoa	373	False	True
Q9Y5Y5	Homo sapiens	Metazoa	336	False	True
P01116	Homo sapiens	Metazoa	189	False	False
Q8WZ73	Homo sapiens	Metazoa	363	False	False
O75143	Homo sapiens	Metazoa	517	False	False
O95433	Homo sapiens	Metazoa	338	False	False
P35558	Homo sapiens	Metazoa	622	False	False
Q9NX46	Homo sapiens	Metazoa	363	False	False
A0A087X1C5	Homo sapiens	Metazoa	515	False	False
A8MUP2	Homo sapiens	Metazoa	240	False	False
O00154	Homo sapiens	Metazoa	380	False	False
O00411	Homo sapiens	Metazoa	1230	False	False
O60427	Homo sapiens	Metazoa	444	False	False
P05198	Homo sapiens	Metazoa	315	False	False
P27469	Homo sapiens	Metazoa	103	False	False
P35218	Homo sapiens	Metazoa	305	False	False
P41247	Homo sapiens	Metazoa	253	False	False
P49411	Homo sapiens	Metazoa	455	False	False
P49590	Homo sapiens	Metazoa	506	False	False
P51553	Homo sapiens	Metazoa	393	False	False
P51649	Homo sapiens	Metazoa	535	False	False
P78540	Homo sapiens	Metazoa	354	False	False
Q13084	Homo sapiens	Metazoa	256	False	False
Q14197	Homo sapiens	Metazoa	206	False	False
Q14CZ7	Homo sapiens	Metazoa	662	False	False
Q16774	Homo sapiens	Metazoa	197	False	False
Q3SY69	Homo sapiens	Metazoa	923	False	False
Q5JTZ9	Homo sapiens	Metazoa	985	False	False
Q7L592	Homo sapiens	Metazoa	441	False	False
Q7Z6M4	Homo sapiens	Metazoa	381	False	False
Q8IVG5	Homo sapiens	Metazoa	1584	False	False
Q8N983	Homo sapiens	Metazoa	215	False	False
Q8WVM0	Homo sapiens	Metazoa	346	False	False
Q96CB9	Homo sapiens	Metazoa	384	False	False
Q96E11	Homo sapiens	Metazoa	262	False	False
Q9BRJ2	Homo sapiens	Metazoa	306	False	False
Q9BSK4	Homo sapiens	Metazoa	669	False	False
Q9BUE6	Homo sapiens	Metazoa	129	False	False
Q9H2U2	Homo sapiens	Metazoa	334	False	False
Q9H2W6	Homo sapiens	Metazoa	279	False	False
Q9H4B0	Homo sapiens	Metazoa	414	False	False
Q9H5Q4	Homo sapiens	Metazoa	396	False	False
Q9HC36	Homo sapiens	Metazoa	420	False	False
Q9NPH0	Homo sapiens	Metazoa	428	False	False
Q9UGC7	Homo sapiens	Metazoa	380	False	False
Q9UI43	Homo sapiens	Metazoa	246	False	False
Q9Y2D0	Homo sapiens	Metazoa	317	False	False
Q9Y5R4	Homo sapiens	Metazoa	338	False	False
Q9Y676	Homo sapiens	Metazoa	258	False	False
O75192	Homo sapiens	Metazoa	247	False	True
O96011	Homo sapiens	Metazoa	259	False	False
Q2QL34	Homo sapiens	Metazoa	196	False	True
Q96HA9	Homo sapiens	Metazoa	241	False	False
P14373	Homo sapiens	Metazoa	513	False	False
Q9NZC7	Homo sapiens	Metazoa	414	False	False
O43374	Homo sapiens	Metazoa	803	False	False
Q05469	Homo sapiens	Metazoa	1076	False	False
P49802	Homo sapiens	Metazoa	495	False	False
Q08495	Homo sapiens	Metazoa	405	False	False
Q7LDG7	Homo sapiens	Metazoa	609	False	False
P00973	Homo sapiens	Metazoa	400	False	False
O43502	Homo sapiens	Metazoa	376	False	False
O43542	Homo sapiens	Metazoa	346	False	False
Q05655	Homo sapiens	Metazoa	676	False	False
Q12802	Homo sapiens	Metazoa	2813	False	False
P55072	Homo sapiens	Metazoa	806	False	False
Q8N726	Homo sapiens	Metazoa	132	False	False
Q8WVX9	Homo sapiens	Metazoa	515	False	False
P57764	Homo sapiens	Metazoa	484	False	False
P53779	Homo sapiens	Metazoa	464	False	False
P39748	Homo sapiens	Metazoa	380	False	False
P30047	Homo sapiens	Metazoa	84	False	False
Q92597	Homo sapiens	Metazoa	394	False	False
A0JNW5	Homo sapiens	Metazoa	1464	False	False
O00214	Homo sapiens	Metazoa	317	False	False
O60879	Homo sapiens	Metazoa	1101	False	False
Q9BZR8	Homo sapiens	Metazoa	327	False	False
Q6IWH7	Homo sapiens	Metazoa	933	False	False
O15084	Homo sapiens	Metazoa	1053	False	False
O00141	Homo sapiens	Metazoa	431	False	False
P01584	Homo sapiens	Metazoa	269	False	False
Q9Y244	Homo sapiens	Metazoa	141	False	False
Q9NPJ1	Homo sapiens	Metazoa	570	False	False
Q6FI81	Homo sapiens	Metazoa	312	False	False
Q9C0C7	Homo sapiens	Metazoa	1298	False	False
Q9NUL7	Homo sapiens	Metazoa	540	False	False
Q96BM1	Homo sapiens	Metazoa	317	False	False
O14975	Homo sapiens	Metazoa	620	False	True
A6NDV4	Homo sapiens	Metazoa	472	False	False
Q9BZ23	Homo sapiens	Metazoa	570	False	False
Q15650	Homo sapiens	Metazoa	581	False	False
Q9BRT3	Homo sapiens	Metazoa	115	False	False
O14929	Homo sapiens	Metazoa	419	False	False
P06239	Homo sapiens	Metazoa	509	False	False
Q9Y5A9	Homo sapiens	Metazoa	579	False	False
P07900	Homo sapiens	Metazoa	732	False	False
Q8IYB8	Homo sapiens	Metazoa	786	False	False
Q9BQ52	Homo sapiens	Metazoa	826	False	False
P04035	Homo sapiens	Metazoa	888	False	True
Q5SYB0	Homo sapiens	Metazoa	1578	False	False
Q9BZF2	Homo sapiens	Metazoa	842	False	False
P33897	Homo sapiens	Metazoa	745	False	False
Q9ULC5	Homo sapiens	Metazoa	683	False	False
Q13615	Homo sapiens	Metazoa	1198	False	False
Q16555	Homo sapiens	Metazoa	572	False	False
P00505	Homo sapiens	Metazoa	430	False	False
P16050	Homo sapiens	Metazoa	662	False	False
Q08116	Homo sapiens	Metazoa	209	False	False
Q495M9	Homo sapiens	Metazoa	461	False	False
Q96JI7	Homo sapiens	Metazoa	2443	False	False
O94874	Homo sapiens	Metazoa	794	False	False
P11413	Homo sapiens	Metazoa	515	False	False
P61764	Homo sapiens	Metazoa	594	False	False
Q9BRQ8	Homo sapiens	Metazoa	373	False	True
P00390	Homo sapiens	Metazoa	522	False	False
Q6SZW1	Homo sapiens	Metazoa	724	False	False
Q8IWL3	Homo sapiens	Metazoa	235	False	False
Q9NQH7	Homo sapiens	Metazoa	507	False	False
Q9P2H5	Homo sapiens	Metazoa	1018	False	False
P30419	Homo sapiens	Metazoa	496	False	False
Q9BZF3	Homo sapiens	Metazoa	934	False	False
P35232	Homo sapiens	Metazoa	272	False	False
Q96EB6	Homo sapiens	Metazoa	747	False	False
Q5XIC0	Rattus norvegicus	Metazoa	391	False	False
P38060	Mus musculus	Metazoa	325	False	False
Q9WUR2	Mus musculus	Metazoa	391	False	False
O95153	Homo sapiens	Metazoa	1857	False	False
P22307	Homo sapiens	Metazoa	547	False	False
Q05823	Homo sapiens	Metazoa	741	False	False
Q969Y2	Homo sapiens	Metazoa	492	False	False
Q9BYJ4	Homo sapiens	Metazoa	488	False	False
Q9BYX4	Homo sapiens	Metazoa	1025	False	False
Q9NVV4	Homo sapiens	Metazoa	582	False	False
Q9Y5Z4	Homo sapiens	Metazoa	205	False	False
O95865	Homo sapiens	Metazoa	285	False	False
P0C0E4	Homo sapiens	Metazoa	278	False	False
Q63ZY3	Homo sapiens	Metazoa	851	False	False
Q6IMN6	Homo sapiens	Metazoa	1127	False	False
Q7Z4T9	Homo sapiens	Metazoa	767	False	False
Q92552	Homo sapiens	Metazoa	414	False	False
Q96C36	Homo sapiens	Metazoa	320	False	False
Q99623	Homo sapiens	Metazoa	299	False	False
P04406	Homo sapiens	Metazoa	335	False	False
Q9Y694	Homo sapiens	Metazoa	548	False	True
Q9UKL3	Homo sapiens	Metazoa	1982	False	False
P40855	Homo sapiens	Metazoa	299	False	False
Q8IX03	Homo sapiens	Metazoa	1113	False	False
O14879	Homo sapiens	Metazoa	490	False	False
O43900	Homo sapiens	Metazoa	615	False	False
Q13114	Homo sapiens	Metazoa	568	False	False
Q9H3L0	Homo sapiens	Metazoa	296	False	False
Q9H1P3	Homo sapiens	Metazoa	480	False	False
O00743	Homo sapiens	Metazoa	305	False	False
P61221	Homo sapiens	Metazoa	599	False	False
Q86U90	Homo sapiens	Metazoa	279	False	False
Q8IVH4	Homo sapiens	Metazoa	418	False	False
Q8IVS8	Homo sapiens	Metazoa	523	False	False
Q9BZY9	Homo sapiens	Metazoa	425	False	False
Q9H8K7	Homo sapiens	Metazoa	445	False	False
Q96CF2	Homo sapiens	Metazoa	233	False	False
Q6PML9	Homo sapiens	Metazoa	568	False	False
Q13148	Homo sapiens	Metazoa	414	False	False
O43272	Homo sapiens	Metazoa	600	False	False
O95900	Homo sapiens	Metazoa	331	False	False
P10109	Homo sapiens	Metazoa	184	False	False
P29803	Homo sapiens	Metazoa	388	False	False
P82914	Homo sapiens	Metazoa	257	False	False
Q15118	Homo sapiens	Metazoa	436	False	False
Q16740	Homo sapiens	Metazoa	277	False	False
Q16762	Homo sapiens	Metazoa	297	False	False
Q32P41	Homo sapiens	Metazoa	509	False	False
Q92506	Homo sapiens	Metazoa	261	False	False
Q9BVS5	Homo sapiens	Metazoa	477	False	False
Q9BWL3	Homo sapiens	Metazoa	253	False	True
Q5VZ89	Homo sapiens	Metazoa	1909	False	False
P29372	Homo sapiens	Metazoa	298	False	False
O00330	Homo sapiens	Metazoa	501	False	False
P00480	Homo sapiens	Metazoa	354	False	False
P04179	Homo sapiens	Metazoa	222	False	False
P27144	Homo sapiens	Metazoa	223	False	False
P36776	Homo sapiens	Metazoa	959	False	False
P61604	Homo sapiens	Metazoa	102	False	False
P80404	Homo sapiens	Metazoa	500	False	False
Q15120	Homo sapiens	Metazoa	406	False	False
Q16798	Homo sapiens	Metazoa	604	False	False
Q3KRB8	Homo sapiens	Metazoa	267	False	False
Q6IN84	Homo sapiens	Metazoa	353	False	False
Q96JX3	Homo sapiens	Metazoa	654	False	True
Q96RQ3	Homo sapiens	Metazoa	725	False	False
Q9HAV7	Homo sapiens	Metazoa	217	False	False
Q9HCC0	Homo sapiens	Metazoa	563	False	False
Q9UGM6	Homo sapiens	Metazoa	360	False	False
Q9UIJ7	Homo sapiens	Metazoa	227	False	False
O75323	Homo sapiens	Metazoa	286	False	False
P05091	Homo sapiens	Metazoa	517	False	False
P11177	Homo sapiens	Metazoa	359	False	False
P30405	Homo sapiens	Metazoa	207	False	False
P49448	Homo sapiens	Metazoa	558	False	False
Q5JPH6	Homo sapiens	Metazoa	523	False	False
Q6L8Q7	Homo sapiens	Metazoa	609	False	False
Q6P087	Homo sapiens	Metazoa	351	False	False
Q86SX6	Homo sapiens	Metazoa	157	False	False
Q8N1Q8	Homo sapiens	Metazoa	247	False	False
Q969Z0	Homo sapiens	Metazoa	631	False	False
Q96EH3	Homo sapiens	Metazoa	234	False	False
Q99797	Homo sapiens	Metazoa	713	False	False
Q9BT30	Homo sapiens	Metazoa	221	False	False
Q9H6R3	Homo sapiens	Metazoa	686	False	False
Q9NX18	Homo sapiens	Metazoa	166	False	False
Q9P0P8	Homo sapiens	Metazoa	240	False	False
Q9ULD0	Homo sapiens	Metazoa	1010	False	False
Q9Y6E7	Homo sapiens	Metazoa	314	False	False
Q9Y3B8	Homo sapiens	Metazoa	237	False	False
P49662	Homo sapiens	Metazoa	377	False	False
Q9Y3E7	Homo sapiens	Metazoa	222	False	False
Q9NSU2	Homo sapiens	Metazoa	314	False	False
O75439	Homo sapiens	Metazoa	489	False	False
P00367	Homo sapiens	Metazoa	558	False	False
P08559	Homo sapiens	Metazoa	390	False	False
P11498	Homo sapiens	Metazoa	1178	False	False
Q13472	Homo sapiens	Metazoa	1001	False	False
Q14296	Homo sapiens	Metazoa	549	False	False
Q16654	Homo sapiens	Metazoa	411	False	False
Q53H82	Homo sapiens	Metazoa	288	False	False
Q8N4T8	Homo sapiens	Metazoa	237	False	False
Q8NFV4	Homo sapiens	Metazoa	306	False	False
Q8NI37	Homo sapiens	Metazoa	304	False	False
Q96GJ1	Homo sapiens	Metazoa	504	False	False
Q9H649	Homo sapiens	Metazoa	340	False	False
Q9NTG7	Homo sapiens	Metazoa	399	False	False
Q9NUB1	Homo sapiens	Metazoa	689	False	False
Q9NVH6	Homo sapiens	Metazoa	421	False	False
Q9Y6J8	Homo sapiens	Metazoa	313	False	False
P25819	Arabidopsis thaliana	Viridiplantae	492	False	False
Q9XF57	Arabidopsis thaliana	Viridiplantae	317	False	False
Q8IXH6	Homo sapiens	Metazoa	220	False	False
Q71RC2	Homo sapiens	Metazoa	724	False	False
A6NJ78	Homo sapiens	Metazoa	407	False	False
L0R8F8	Homo sapiens	Metazoa	70	False	False
P04181	Homo sapiens	Metazoa	439	False	False
P05165	Homo sapiens	Metazoa	728	False	False
P10809	Homo sapiens	Metazoa	573	False	False
P11310	Homo sapiens	Metazoa	421	False	False
P23368	Homo sapiens	Metazoa	584	False	False
P30038	Homo sapiens	Metazoa	563	False	False
P30084	Homo sapiens	Metazoa	290	False	False
P30837	Homo sapiens	Metazoa	517	False	False
P52815	Homo sapiens	Metazoa	198	False	False
P54886	Homo sapiens	Metazoa	795	False	False
Q15119	Homo sapiens	Metazoa	407	False	False
Q5JRX3	Homo sapiens	Metazoa	1037	False	False
Q5U5X0	Homo sapiens	Metazoa	104	False	False
Q86VP3	Homo sapiens	Metazoa	889	False	False
Q8N3J5	Homo sapiens	Metazoa	372	False	False
Q8WWC4	Homo sapiens	Metazoa	291	False	False
Q92947	Homo sapiens	Metazoa	438	False	False
Q96EY1	Homo sapiens	Metazoa	480	False	False
Q9BPW8	Homo sapiens	Metazoa	284	False	False
Q9Y2Z4	Homo sapiens	Metazoa	477	False	False
P35056	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	612	False	False
P39108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	375	False	False
Q9FMA3	Arabidopsis thaliana	Viridiplantae	728	False	False
Q9Y5Y0	Homo sapiens	Metazoa	555	False	False
Q7Z412	Homo sapiens	Metazoa	305	False	False
O95810	Homo sapiens	Metazoa	425	False	False
Q15751	Homo sapiens	Metazoa	4861	False	False
O15527	Homo sapiens	Metazoa	345	False	False
Q9P2N6	Homo sapiens	Metazoa	904	False	False
Q08J23	Homo sapiens	Metazoa	767	False	False
Q12768	Homo sapiens	Metazoa	1159	False	False
P0C869	Homo sapiens	Metazoa	781	False	False
Q96A56	Homo sapiens	Metazoa	240	False	False
Q9Y224	Homo sapiens	Metazoa	244	False	False
P25705	Homo sapiens	Metazoa	553	False	False
Q5VW36	Homo sapiens	Metazoa	1801	False	False
Q96TA1	Homo sapiens	Metazoa	746	False	False
P14598	Homo sapiens	Metazoa	390	False	False
Q8K2C6	Mus musculus	Metazoa	310	False	False
Q96P20	Homo sapiens	Metazoa	1036	False	False
Q53GT1	Homo sapiens	Metazoa	634	False	False
O43572	Homo sapiens	Metazoa	662	False	False
Q641K1	Mus musculus	Metazoa	1218	False	False
Q921N8	Mus musculus	Metazoa	327	False	False
Q99578	Homo sapiens	Metazoa	217	False	False
Q9NRQ2	Homo sapiens	Metazoa	329	False	False
P23443	Homo sapiens	Metazoa	525	False	False
Q07021	Homo sapiens	Metazoa	282	False	False
O60216	Homo sapiens	Metazoa	631	False	False
O15296	Homo sapiens	Metazoa	676	False	False
P17252	Homo sapiens	Metazoa	672	False	False
Q07812	Homo sapiens	Metazoa	192	False	False
Q330K2	Homo sapiens	Metazoa	333	False	False
P07947	Homo sapiens	Metazoa	543	False	False
P15336	Homo sapiens	Metazoa	505	False	False
Q9HAP2	Homo sapiens	Metazoa	919	False	False
Q9HD36	Homo sapiens	Metazoa	204	False	False
Q9UKA2	Homo sapiens	Metazoa	621	False	False
P06401	Homo sapiens	Metazoa	933	False	False
P27695	Homo sapiens	Metazoa	318	False	False
Q9NUQ2	Homo sapiens	Metazoa	364	False	True
P31749	Homo sapiens	Metazoa	480	False	False
Q8C624	Mus musculus	Metazoa	132	False	False
Q13057	Homo sapiens	Metazoa	564	False	False
Q6ICL3	Homo sapiens	Metazoa	276	False	False
Q9SJQ9	Arabidopsis thaliana	Viridiplantae	358	False	False
Q9P0J0	Homo sapiens	Metazoa	144	False	True
Q9Y697	Homo sapiens	Metazoa	457	False	False
Q96M32	Homo sapiens	Metazoa	723	False	False
Q12849	Homo sapiens	Metazoa	480	False	False
Q86TL0	Homo sapiens	Metazoa	474	False	False
Q9P212	Homo sapiens	Metazoa	2302	False	False
Q494U1	Homo sapiens	Metazoa	611	False	False
Q9HC29	Homo sapiens	Metazoa	1040	False	False
O94972	Homo sapiens	Metazoa	964	False	False
P22033	Homo sapiens	Metazoa	750	False	False
P30048	Homo sapiens	Metazoa	256	False	False
Q16775	Homo sapiens	Metazoa	308	False	False
Q8WXI4	Homo sapiens	Metazoa	607	False	False
Q8TF40	Homo sapiens	Metazoa	1166	False	False
O94778	Homo sapiens	Metazoa	261	False	True
Q9UNQ0	Homo sapiens	Metazoa	655	False	False
Q13049	Homo sapiens	Metazoa	653	False	False
Q8IXQ9	Homo sapiens	Metazoa	262	False	False
Q8NFF5	Homo sapiens	Metazoa	587	False	False
Q8IZQ1	Homo sapiens	Metazoa	3526	False	False
Q12829	Homo sapiens	Metazoa	278	False	False
P17987	Homo sapiens	Metazoa	556	False	False
Q9Y6N9	Homo sapiens	Metazoa	552	False	False
Q9UPV9	Homo sapiens	Metazoa	953	False	False
Q9Y237	Homo sapiens	Metazoa	131	False	False
Q9H4L5	Homo sapiens	Metazoa	887	False	False
Q14693	Homo sapiens	Metazoa	890	False	False
Q96S21	Homo sapiens	Metazoa	281	False	False
Q9NR31	Homo sapiens	Metazoa	198	False	False
Q6PI78	Homo sapiens	Metazoa	240	False	False
Q9H444	Homo sapiens	Metazoa	224	False	False
Q8TE04	Homo sapiens	Metazoa	598	False	False
Q9H300	Homo sapiens	Metazoa	379	False	False
P49703	Homo sapiens	Metazoa	201	False	False
Q53GL0	Homo sapiens	Metazoa	409	False	False
Q9NS86	Homo sapiens	Metazoa	450	False	False
Q9UBL6	Homo sapiens	Metazoa	633	False	False
Q9Y3L3	Homo sapiens	Metazoa	701	False	False
Q6P3S1	Homo sapiens	Metazoa	775	False	False
O75317	Homo sapiens	Metazoa	370	False	False
P46937	Homo sapiens	Metazoa	504	False	False
Q2TAL8	Homo sapiens	Metazoa	776	False	False
Q5JTJ3	Homo sapiens	Metazoa	125	False	False
Q92905	Homo sapiens	Metazoa	334	False	False
Q9P2G3	Homo sapiens	Metazoa	628	False	False
O43715	Homo sapiens	Metazoa	76	False	False
P99999	Homo sapiens	Metazoa	105	False	False
Q96BR5	Homo sapiens	Metazoa	231	False	False
P06241	Homo sapiens	Metazoa	537	False	False
P04818	Homo sapiens	Metazoa	313	False	False
P49841	Homo sapiens	Metazoa	420	False	False
Q86WV1	Homo sapiens	Metazoa	359	False	False
O43745	Homo sapiens	Metazoa	196	False	False
P11309	Homo sapiens	Metazoa	313	False	False
P53041	Homo sapiens	Metazoa	499	False	False
Q01844	Homo sapiens	Metazoa	656	False	False
Q8WXX5	Homo sapiens	Metazoa	260	False	False
Q99829	Homo sapiens	Metazoa	537	False	False
Q9GZV5	Homo sapiens	Metazoa	400	False	False
O00198	Homo sapiens	Metazoa	91	False	True
Q8N4Q1	Homo sapiens	Metazoa	142	False	False
Q8IV53	Homo sapiens	Metazoa	801	False	False
Q9Y3P9	Homo sapiens	Metazoa	1069	False	False
O95267	Homo sapiens	Metazoa	797	False	False
Q96MA6	Homo sapiens	Metazoa	479	False	False
Q8GUN2	Arabidopsis thaliana	Viridiplantae	147	False	False
Q8WYQ3	Homo sapiens	Metazoa	142	False	False
Q9H078	Homo sapiens	Metazoa	707	False	False
Q84WW2	Arabidopsis thaliana	Viridiplantae	325	False	False
Q9FFF4	Arabidopsis thaliana	Viridiplantae	477	False	False
Q9Y255	Homo sapiens	Metazoa	219	False	False
O60238	Homo sapiens	Metazoa	219	False	False
Q96T49	Homo sapiens	Metazoa	567	False	False
Q8N490	Homo sapiens	Metazoa	385	False	False
P21359	Homo sapiens	Metazoa	2839	False	False
Q13277	Homo sapiens	Metazoa	289	False	False
Q96ST8	Homo sapiens	Metazoa	783	False	False
P32020	Mus musculus	Metazoa	547	False	False
Q9UPI3	Homo sapiens	Metazoa	526	False	False
Q93YZ7	Arabidopsis thaliana	Viridiplantae	491	False	False
P63167	Homo sapiens	Metazoa	89	False	False
Q8WXH0	Homo sapiens	Metazoa	6885	False	False
Q9UP83	Homo sapiens	Metazoa	860	False	False
Q99942	Homo sapiens	Metazoa	180	False	False
Q9BX84	Homo sapiens	Metazoa	2022	False	False
P09769	Homo sapiens	Metazoa	529	False	False
Q92574	Homo sapiens	Metazoa	1164	False	False
Q96PN6	Homo sapiens	Metazoa	1610	False	False
O15528	Homo sapiens	Metazoa	508	False	False
Q09013	Homo sapiens	Metazoa	629	False	False
Q9HC21	Homo sapiens	Metazoa	320	False	False
Q9NRY6	Homo sapiens	Metazoa	295	False	False
Q9BWM7	Homo sapiens	Metazoa	321	False	False
P04150	Homo sapiens	Metazoa	777	False	False
Q9NUM3	Homo sapiens	Metazoa	307	False	True
Q86YR5	Homo sapiens	Metazoa	675	False	False
P27815	Homo sapiens	Metazoa	886	False	False
P49815	Homo sapiens	Metazoa	1807	False	False
Q7Z739	Homo sapiens	Metazoa	585	False	False
Q9H015	Homo sapiens	Metazoa	551	False	False
P09917	Homo sapiens	Metazoa	674	False	False
P39207	Arabidopsis thaliana	Viridiplantae	149	False	False
O60763	Homo sapiens	Metazoa	962	False	False
Q8WWI5	Homo sapiens	Metazoa	657	False	True
Q9NR71	Homo sapiens	Metazoa	780	False	False
P53184	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	216	False	False
Q9URQ3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	322	False	False
Q5K4L6	Homo sapiens	Metazoa	683	False	True
Q5T160	Homo sapiens	Metazoa	578	False	False
Q6P4H8	Homo sapiens	Metazoa	233	False	True
Q709F0	Homo sapiens	Metazoa	780	False	False
Q8NI60	Homo sapiens	Metazoa	647	False	False
Q9BQD7	Homo sapiens	Metazoa	235	False	True
Q9BXI2	Homo sapiens	Metazoa	301	False	False
Q86Y07	Homo sapiens	Metazoa	508	False	False
Q93052	Homo sapiens	Metazoa	612	False	False
P20339	Homo sapiens	Metazoa	215	False	False
P56378	Homo sapiens	Metazoa	58	False	True
Q8WV93	Homo sapiens	Metazoa	481	False	False
Q96A26	Homo sapiens	Metazoa	154	False	False
Q96IX5	Homo sapiens	Metazoa	58	False	True
Q9Y619	Homo sapiens	Metazoa	301	False	False
Q14061	Homo sapiens	Metazoa	63	False	False
P54098	Homo sapiens	Metazoa	1239	False	False
Q9P0N9	Homo sapiens	Metazoa	293	False	False
Q8TB92	Homo sapiens	Metazoa	370	False	False
Q9HAU4	Homo sapiens	Metazoa	748	False	False
Q6X4W1	Homo sapiens	Metazoa	530	False	False
Q5T890	Homo sapiens	Metazoa	1550	False	False
Q9BPZ7	Homo sapiens	Metazoa	522	False	False
O76031	Homo sapiens	Metazoa	633	False	False
