Accession	Organism	Kingdom	Sequence length	transmembrane_term
P56589	373	Homo sapiens	Metazoa	True
Q9Y5Y5	336	Homo sapiens	Metazoa	True
P01116	189	Homo sapiens	Metazoa	False
Q8WZ73	363	Homo sapiens	Metazoa	False
O75143	517	Homo sapiens	Metazoa	False
O95433	338	Homo sapiens	Metazoa	False
P35558	622	Homo sapiens	Metazoa	False
Q9NX46	363	Homo sapiens	Metazoa	False
A0A087X1C5	515	Homo sapiens	Metazoa	False
A8MUP2	240	Homo sapiens	Metazoa	False
O00154	380	Homo sapiens	Metazoa	False
O00411	1230	Homo sapiens	Metazoa	False
O60427	444	Homo sapiens	Metazoa	False
P05198	315	Homo sapiens	Metazoa	False
P27469	103	Homo sapiens	Metazoa	False
P35218	305	Homo sapiens	Metazoa	False
P41247	253	Homo sapiens	Metazoa	False
P49411	455	Homo sapiens	Metazoa	False
P49590	506	Homo sapiens	Metazoa	False
P51553	393	Homo sapiens	Metazoa	False
P51649	535	Homo sapiens	Metazoa	False
P78540	354	Homo sapiens	Metazoa	False
Q13084	256	Homo sapiens	Metazoa	False
Q14197	206	Homo sapiens	Metazoa	False
Q14CZ7	662	Homo sapiens	Metazoa	False
Q16774	197	Homo sapiens	Metazoa	False
Q3SY69	923	Homo sapiens	Metazoa	False
Q5JTZ9	985	Homo sapiens	Metazoa	False
Q7L592	441	Homo sapiens	Metazoa	False
Q7Z6M4	381	Homo sapiens	Metazoa	False
Q8IVG5	1584	Homo sapiens	Metazoa	False
Q8N983	215	Homo sapiens	Metazoa	False
Q8WVM0	346	Homo sapiens	Metazoa	False
Q96CB9	384	Homo sapiens	Metazoa	False
Q96E11	262	Homo sapiens	Metazoa	False
Q9BRJ2	306	Homo sapiens	Metazoa	False
Q9BSK4	669	Homo sapiens	Metazoa	False
Q9BUE6	129	Homo sapiens	Metazoa	False
Q9H2U2	334	Homo sapiens	Metazoa	False
Q9H2W6	279	Homo sapiens	Metazoa	False
Q9H4B0	414	Homo sapiens	Metazoa	False
Q9H5Q4	396	Homo sapiens	Metazoa	False
Q9HC36	420	Homo sapiens	Metazoa	False
Q9NPH0	428	Homo sapiens	Metazoa	False
Q9UGC7	380	Homo sapiens	Metazoa	False
Q9UI43	246	Homo sapiens	Metazoa	False
Q9Y2D0	317	Homo sapiens	Metazoa	False
Q9Y5R4	338	Homo sapiens	Metazoa	False
Q9Y676	258	Homo sapiens	Metazoa	False
O75192	247	Homo sapiens	Metazoa	True
O96011	259	Homo sapiens	Metazoa	False
Q2QL34	196	Homo sapiens	Metazoa	True
Q96HA9	241	Homo sapiens	Metazoa	False
P14373	513	Homo sapiens	Metazoa	False
Q9NZC7	414	Homo sapiens	Metazoa	False
O43374	803	Homo sapiens	Metazoa	False
Q05469	1076	Homo sapiens	Metazoa	False
P49802	495	Homo sapiens	Metazoa	False
Q08495	405	Homo sapiens	Metazoa	False
Q7LDG7	609	Homo sapiens	Metazoa	False
P00973	400	Homo sapiens	Metazoa	False
O43502	376	Homo sapiens	Metazoa	False
O43542	346	Homo sapiens	Metazoa	False
Q05655	676	Homo sapiens	Metazoa	False
Q12802	2813	Homo sapiens	Metazoa	False
P55072	806	Homo sapiens	Metazoa	False
Q8N726	132	Homo sapiens	Metazoa	False
Q8WVX9	515	Homo sapiens	Metazoa	False
P57764	484	Homo sapiens	Metazoa	False
P53779	464	Homo sapiens	Metazoa	False
P39748	380	Homo sapiens	Metazoa	False
P30047	84	Homo sapiens	Metazoa	False
Q92597	394	Homo sapiens	Metazoa	False
A0JNW5	1464	Homo sapiens	Metazoa	False
O00214	317	Homo sapiens	Metazoa	False
O60879	1101	Homo sapiens	Metazoa	False
Q9BZR8	327	Homo sapiens	Metazoa	False
Q6IWH7	933	Homo sapiens	Metazoa	False
O15084	1053	Homo sapiens	Metazoa	False
O00141	431	Homo sapiens	Metazoa	False
P01584	269	Homo sapiens	Metazoa	False
Q9Y244	141	Homo sapiens	Metazoa	False
Q9NPJ1	570	Homo sapiens	Metazoa	False
Q6FI81	312	Homo sapiens	Metazoa	False
Q9C0C7	1298	Homo sapiens	Metazoa	False
Q9NUL7	540	Homo sapiens	Metazoa	False
Q96BM1	317	Homo sapiens	Metazoa	False
O14975	620	Homo sapiens	Metazoa	True
A6NDV4	472	Homo sapiens	Metazoa	False
Q9BZ23	570	Homo sapiens	Metazoa	False
Q15650	581	Homo sapiens	Metazoa	False
Q9BRT3	115	Homo sapiens	Metazoa	False
O14929	419	Homo sapiens	Metazoa	False
P06239	509	Homo sapiens	Metazoa	False
Q9Y5A9	579	Homo sapiens	Metazoa	False
P07900	732	Homo sapiens	Metazoa	False
Q8IYB8	786	Homo sapiens	Metazoa	False
Q9BQ52	826	Homo sapiens	Metazoa	False
P04035	888	Homo sapiens	Metazoa	True
Q5SYB0	1578	Homo sapiens	Metazoa	False
Q9BZF2	842	Homo sapiens	Metazoa	False
P33897	745	Homo sapiens	Metazoa	False
Q9ULC5	683	Homo sapiens	Metazoa	False
Q13615	1198	Homo sapiens	Metazoa	False
Q16555	572	Homo sapiens	Metazoa	False
P00505	430	Homo sapiens	Metazoa	False
P16050	662	Homo sapiens	Metazoa	False
Q08116	209	Homo sapiens	Metazoa	False
Q495M9	461	Homo sapiens	Metazoa	False
Q96JI7	2443	Homo sapiens	Metazoa	False
O94874	794	Homo sapiens	Metazoa	False
P11413	515	Homo sapiens	Metazoa	False
P61764	594	Homo sapiens	Metazoa	False
Q9BRQ8	373	Homo sapiens	Metazoa	True
P00390	522	Homo sapiens	Metazoa	False
Q6SZW1	724	Homo sapiens	Metazoa	False
Q8IWL3	235	Homo sapiens	Metazoa	False
Q9NQH7	507	Homo sapiens	Metazoa	False
Q9P2H5	1018	Homo sapiens	Metazoa	False
P30419	496	Homo sapiens	Metazoa	False
Q9BZF3	934	Homo sapiens	Metazoa	False
P35232	272	Homo sapiens	Metazoa	False
Q96EB6	747	Homo sapiens	Metazoa	False
Q5XIC0	391	Rattus norvegicus	Metazoa	False
P38060	325	Mus musculus	Metazoa	False
Q9WUR2	391	Mus musculus	Metazoa	False
O95153	1857	Homo sapiens	Metazoa	False
P22307	547	Homo sapiens	Metazoa	False
Q05823	741	Homo sapiens	Metazoa	False
Q969Y2	492	Homo sapiens	Metazoa	False
Q9BYJ4	488	Homo sapiens	Metazoa	False
Q9BYX4	1025	Homo sapiens	Metazoa	False
Q9NVV4	582	Homo sapiens	Metazoa	False
Q9Y5Z4	205	Homo sapiens	Metazoa	False
O95865	285	Homo sapiens	Metazoa	False
P0C0E4	278	Homo sapiens	Metazoa	False
Q63ZY3	851	Homo sapiens	Metazoa	False
Q6IMN6	1127	Homo sapiens	Metazoa	False
Q7Z4T9	767	Homo sapiens	Metazoa	False
Q92552	414	Homo sapiens	Metazoa	False
Q96C36	320	Homo sapiens	Metazoa	False
Q99623	299	Homo sapiens	Metazoa	False
P04406	335	Homo sapiens	Metazoa	False
Q9Y694	548	Homo sapiens	Metazoa	True
Q9UKL3	1982	Homo sapiens	Metazoa	False
P40855	299	Homo sapiens	Metazoa	False
Q8IX03	1113	Homo sapiens	Metazoa	False
O14879	490	Homo sapiens	Metazoa	False
O43900	615	Homo sapiens	Metazoa	False
Q13114	568	Homo sapiens	Metazoa	False
Q9H3L0	296	Homo sapiens	Metazoa	False
Q9H1P3	480	Homo sapiens	Metazoa	False
O00743	305	Homo sapiens	Metazoa	False
P61221	599	Homo sapiens	Metazoa	False
Q86U90	279	Homo sapiens	Metazoa	False
Q8IVH4	418	Homo sapiens	Metazoa	False
Q8IVS8	523	Homo sapiens	Metazoa	False
Q9BZY9	425	Homo sapiens	Metazoa	False
Q9H8K7	445	Homo sapiens	Metazoa	False
Q96CF2	233	Homo sapiens	Metazoa	False
Q6PML9	568	Homo sapiens	Metazoa	False
Q13148	414	Homo sapiens	Metazoa	False
O43272	600	Homo sapiens	Metazoa	False
O95900	331	Homo sapiens	Metazoa	False
P10109	184	Homo sapiens	Metazoa	False
P29803	388	Homo sapiens	Metazoa	False
P82914	257	Homo sapiens	Metazoa	False
Q15118	436	Homo sapiens	Metazoa	False
Q16740	277	Homo sapiens	Metazoa	False
Q16762	297	Homo sapiens	Metazoa	False
Q32P41	509	Homo sapiens	Metazoa	False
Q92506	261	Homo sapiens	Metazoa	False
Q9BVS5	477	Homo sapiens	Metazoa	False
Q9BWL3	253	Homo sapiens	Metazoa	True
Q5VZ89	1909	Homo sapiens	Metazoa	False
P29372	298	Homo sapiens	Metazoa	False
O00330	501	Homo sapiens	Metazoa	False
P00480	354	Homo sapiens	Metazoa	False
P04179	222	Homo sapiens	Metazoa	False
P27144	223	Homo sapiens	Metazoa	False
P36776	959	Homo sapiens	Metazoa	False
P61604	102	Homo sapiens	Metazoa	False
P80404	500	Homo sapiens	Metazoa	False
Q15120	406	Homo sapiens	Metazoa	False
Q16798	604	Homo sapiens	Metazoa	False
Q3KRB8	267	Homo sapiens	Metazoa	False
Q6IN84	353	Homo sapiens	Metazoa	False
Q96JX3	654	Homo sapiens	Metazoa	True
Q96RQ3	725	Homo sapiens	Metazoa	False
Q9HAV7	217	Homo sapiens	Metazoa	False
Q9HCC0	563	Homo sapiens	Metazoa	False
Q9UGM6	360	Homo sapiens	Metazoa	False
Q9UIJ7	227	Homo sapiens	Metazoa	False
O75323	286	Homo sapiens	Metazoa	False
P05091	517	Homo sapiens	Metazoa	False
P11177	359	Homo sapiens	Metazoa	False
P30405	207	Homo sapiens	Metazoa	False
P49448	558	Homo sapiens	Metazoa	False
Q5JPH6	523	Homo sapiens	Metazoa	False
Q6L8Q7	609	Homo sapiens	Metazoa	False
Q6P087	351	Homo sapiens	Metazoa	False
Q86SX6	157	Homo sapiens	Metazoa	False
Q8N1Q8	247	Homo sapiens	Metazoa	False
Q969Z0	631	Homo sapiens	Metazoa	False
Q96EH3	234	Homo sapiens	Metazoa	False
Q99797	713	Homo sapiens	Metazoa	False
Q9BT30	221	Homo sapiens	Metazoa	False
Q9H6R3	686	Homo sapiens	Metazoa	False
Q9NX18	166	Homo sapiens	Metazoa	False
Q9P0P8	240	Homo sapiens	Metazoa	False
Q9ULD0	1010	Homo sapiens	Metazoa	False
Q9Y6E7	314	Homo sapiens	Metazoa	False
Q9Y3B8	237	Homo sapiens	Metazoa	False
P49662	377	Homo sapiens	Metazoa	False
Q9Y3E7	222	Homo sapiens	Metazoa	False
Q9NSU2	314	Homo sapiens	Metazoa	False
O75439	489	Homo sapiens	Metazoa	False
P00367	558	Homo sapiens	Metazoa	False
P08559	390	Homo sapiens	Metazoa	False
P11498	1178	Homo sapiens	Metazoa	False
Q13472	1001	Homo sapiens	Metazoa	False
Q14296	549	Homo sapiens	Metazoa	False
Q16654	411	Homo sapiens	Metazoa	False
Q53H82	288	Homo sapiens	Metazoa	False
Q8N4T8	237	Homo sapiens	Metazoa	False
Q8NFV4	306	Homo sapiens	Metazoa	False
Q8NI37	304	Homo sapiens	Metazoa	False
Q96GJ1	504	Homo sapiens	Metazoa	False
Q9H649	340	Homo sapiens	Metazoa	False
Q9NTG7	399	Homo sapiens	Metazoa	False
Q9NUB1	689	Homo sapiens	Metazoa	False
Q9NVH6	421	Homo sapiens	Metazoa	False
Q9Y6J8	313	Homo sapiens	Metazoa	False
P25819	492	Arabidopsis thaliana	Viridiplantae	False
Q9XF57	317	Arabidopsis thaliana	Viridiplantae	False
Q8IXH6	220	Homo sapiens	Metazoa	False
Q71RC2	724	Homo sapiens	Metazoa	False
A6NJ78	407	Homo sapiens	Metazoa	False
L0R8F8	70	Homo sapiens	Metazoa	False
P04181	439	Homo sapiens	Metazoa	False
P05165	728	Homo sapiens	Metazoa	False
P10809	573	Homo sapiens	Metazoa	False
P11310	421	Homo sapiens	Metazoa	False
P23368	584	Homo sapiens	Metazoa	False
P30038	563	Homo sapiens	Metazoa	False
P30084	290	Homo sapiens	Metazoa	False
P30837	517	Homo sapiens	Metazoa	False
P52815	198	Homo sapiens	Metazoa	False
P54886	795	Homo sapiens	Metazoa	False
Q15119	407	Homo sapiens	Metazoa	False
Q5JRX3	1037	Homo sapiens	Metazoa	False
Q5U5X0	104	Homo sapiens	Metazoa	False
Q86VP3	889	Homo sapiens	Metazoa	False
Q8N3J5	372	Homo sapiens	Metazoa	False
Q8WWC4	291	Homo sapiens	Metazoa	False
Q92947	438	Homo sapiens	Metazoa	False
Q96EY1	480	Homo sapiens	Metazoa	False
Q9BPW8	284	Homo sapiens	Metazoa	False
Q9Y2Z4	477	Homo sapiens	Metazoa	False
P35056	612	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
P39108	375	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q9FMA3	728	Arabidopsis thaliana	Viridiplantae	False
Q9Y5Y0	555	Homo sapiens	Metazoa	False
Q7Z412	305	Homo sapiens	Metazoa	False
O95810	425	Homo sapiens	Metazoa	False
Q15751	4861	Homo sapiens	Metazoa	False
O15527	345	Homo sapiens	Metazoa	False
Q9P2N6	904	Homo sapiens	Metazoa	False
Q08J23	767	Homo sapiens	Metazoa	False
Q12768	1159	Homo sapiens	Metazoa	False
P0C869	781	Homo sapiens	Metazoa	False
Q96A56	240	Homo sapiens	Metazoa	False
Q9Y224	244	Homo sapiens	Metazoa	False
P25705	553	Homo sapiens	Metazoa	False
Q5VW36	1801	Homo sapiens	Metazoa	False
Q96TA1	746	Homo sapiens	Metazoa	False
P14598	390	Homo sapiens	Metazoa	False
Q8K2C6	310	Mus musculus	Metazoa	False
Q96P20	1036	Homo sapiens	Metazoa	False
Q53GT1	634	Homo sapiens	Metazoa	False
O43572	662	Homo sapiens	Metazoa	False
Q641K1	1218	Mus musculus	Metazoa	False
Q921N8	327	Mus musculus	Metazoa	False
Q99578	217	Homo sapiens	Metazoa	False
Q9NRQ2	329	Homo sapiens	Metazoa	False
P23443	525	Homo sapiens	Metazoa	False
Q07021	282	Homo sapiens	Metazoa	False
O60216	631	Homo sapiens	Metazoa	False
O15296	676	Homo sapiens	Metazoa	False
P17252	672	Homo sapiens	Metazoa	False
Q07812	192	Homo sapiens	Metazoa	False
Q330K2	333	Homo sapiens	Metazoa	False
P07947	543	Homo sapiens	Metazoa	False
P15336	505	Homo sapiens	Metazoa	False
Q9HAP2	919	Homo sapiens	Metazoa	False
Q9HD36	204	Homo sapiens	Metazoa	False
Q9UKA2	621	Homo sapiens	Metazoa	False
P06401	933	Homo sapiens	Metazoa	False
P27695	318	Homo sapiens	Metazoa	False
Q9NUQ2	364	Homo sapiens	Metazoa	True
P31749	480	Homo sapiens	Metazoa	False
Q8C624	132	Mus musculus	Metazoa	False
Q13057	564	Homo sapiens	Metazoa	False
Q6ICL3	276	Homo sapiens	Metazoa	False
Q9SJQ9	358	Arabidopsis thaliana	Viridiplantae	False
Q9P0J0	144	Homo sapiens	Metazoa	True
Q9Y697	457	Homo sapiens	Metazoa	False
Q96M32	723	Homo sapiens	Metazoa	False
Q12849	480	Homo sapiens	Metazoa	False
Q86TL0	474	Homo sapiens	Metazoa	False
Q9P212	2302	Homo sapiens	Metazoa	False
Q494U1	611	Homo sapiens	Metazoa	False
Q9HC29	1040	Homo sapiens	Metazoa	False
O94972	964	Homo sapiens	Metazoa	False
P22033	750	Homo sapiens	Metazoa	False
P30048	256	Homo sapiens	Metazoa	False
Q16775	308	Homo sapiens	Metazoa	False
Q8WXI4	607	Homo sapiens	Metazoa	False
Q8TF40	1166	Homo sapiens	Metazoa	False
O94778	261	Homo sapiens	Metazoa	True
Q9UNQ0	655	Homo sapiens	Metazoa	False
Q13049	653	Homo sapiens	Metazoa	False
Q8IXQ9	262	Homo sapiens	Metazoa	False
Q8NFF5	587	Homo sapiens	Metazoa	False
Q8IZQ1	3526	Homo sapiens	Metazoa	False
Q12829	278	Homo sapiens	Metazoa	False
P17987	556	Homo sapiens	Metazoa	False
Q9Y6N9	552	Homo sapiens	Metazoa	False
Q9UPV9	953	Homo sapiens	Metazoa	False
Q9Y237	131	Homo sapiens	Metazoa	False
Q9H4L5	887	Homo sapiens	Metazoa	False
Q14693	890	Homo sapiens	Metazoa	False
Q96S21	281	Homo sapiens	Metazoa	False
Q9NR31	198	Homo sapiens	Metazoa	False
Q6PI78	240	Homo sapiens	Metazoa	False
Q9H444	224	Homo sapiens	Metazoa	False
Q8TE04	598	Homo sapiens	Metazoa	False
Q9H300	379	Homo sapiens	Metazoa	False
P49703	201	Homo sapiens	Metazoa	False
Q53GL0	409	Homo sapiens	Metazoa	False
Q9NS86	450	Homo sapiens	Metazoa	False
Q9UBL6	633	Homo sapiens	Metazoa	False
Q9Y3L3	701	Homo sapiens	Metazoa	False
Q6P3S1	775	Homo sapiens	Metazoa	False
O75317	370	Homo sapiens	Metazoa	False
P46937	504	Homo sapiens	Metazoa	False
Q2TAL8	776	Homo sapiens	Metazoa	False
Q5JTJ3	125	Homo sapiens	Metazoa	False
Q92905	334	Homo sapiens	Metazoa	False
Q9P2G3	628	Homo sapiens	Metazoa	False
O43715	76	Homo sapiens	Metazoa	False
P99999	105	Homo sapiens	Metazoa	False
Q96BR5	231	Homo sapiens	Metazoa	False
P06241	537	Homo sapiens	Metazoa	False
P04818	313	Homo sapiens	Metazoa	False
P49841	420	Homo sapiens	Metazoa	False
Q86WV1	359	Homo sapiens	Metazoa	False
O43745	196	Homo sapiens	Metazoa	False
P11309	313	Homo sapiens	Metazoa	False
P53041	499	Homo sapiens	Metazoa	False
Q01844	656	Homo sapiens	Metazoa	False
Q8WXX5	260	Homo sapiens	Metazoa	False
Q99829	537	Homo sapiens	Metazoa	False
Q9GZV5	400	Homo sapiens	Metazoa	False
O00198	91	Homo sapiens	Metazoa	True
Q8N4Q1	142	Homo sapiens	Metazoa	False
Q8IV53	801	Homo sapiens	Metazoa	False
Q9Y3P9	1069	Homo sapiens	Metazoa	False
O95267	797	Homo sapiens	Metazoa	False
Q96MA6	479	Homo sapiens	Metazoa	False
Q8GUN2	147	Arabidopsis thaliana	Viridiplantae	False
Q8WYQ3	142	Homo sapiens	Metazoa	False
Q9H078	707	Homo sapiens	Metazoa	False
Q84WW2	325	Arabidopsis thaliana	Viridiplantae	False
Q9FFF4	477	Arabidopsis thaliana	Viridiplantae	False
Q9Y255	219	Homo sapiens	Metazoa	False
O60238	219	Homo sapiens	Metazoa	False
Q96T49	567	Homo sapiens	Metazoa	False
Q8N490	385	Homo sapiens	Metazoa	False
P21359	2839	Homo sapiens	Metazoa	False
Q13277	289	Homo sapiens	Metazoa	False
Q96ST8	783	Homo sapiens	Metazoa	False
P32020	547	Mus musculus	Metazoa	False
Q9UPI3	526	Homo sapiens	Metazoa	False
Q93YZ7	491	Arabidopsis thaliana	Viridiplantae	False
P63167	89	Homo sapiens	Metazoa	False
Q8WXH0	6885	Homo sapiens	Metazoa	False
Q9UP83	860	Homo sapiens	Metazoa	False
Q99942	180	Homo sapiens	Metazoa	False
Q9BX84	2022	Homo sapiens	Metazoa	False
P09769	529	Homo sapiens	Metazoa	False
Q92574	1164	Homo sapiens	Metazoa	False
Q96PN6	1610	Homo sapiens	Metazoa	False
O15528	508	Homo sapiens	Metazoa	False
Q09013	629	Homo sapiens	Metazoa	False
Q9HC21	320	Homo sapiens	Metazoa	False
Q9NRY6	295	Homo sapiens	Metazoa	False
Q9BWM7	321	Homo sapiens	Metazoa	False
P04150	777	Homo sapiens	Metazoa	False
Q9NUM3	307	Homo sapiens	Metazoa	True
Q86YR5	675	Homo sapiens	Metazoa	False
P27815	886	Homo sapiens	Metazoa	False
P49815	1807	Homo sapiens	Metazoa	False
Q7Z739	585	Homo sapiens	Metazoa	False
Q9H015	551	Homo sapiens	Metazoa	False
P09917	674	Homo sapiens	Metazoa	False
P39207	149	Arabidopsis thaliana	Viridiplantae	False
O60763	962	Homo sapiens	Metazoa	False
Q8WWI5	657	Homo sapiens	Metazoa	True
Q9NR71	780	Homo sapiens	Metazoa	False
P53184	216	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q9URQ3	322	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	False
Q5K4L6	683	Homo sapiens	Metazoa	True
Q5T160	578	Homo sapiens	Metazoa	False
Q6P4H8	233	Homo sapiens	Metazoa	True
Q709F0	780	Homo sapiens	Metazoa	False
Q8NI60	647	Homo sapiens	Metazoa	False
Q9BQD7	235	Homo sapiens	Metazoa	True
Q9BXI2	301	Homo sapiens	Metazoa	False
Q86Y07	508	Homo sapiens	Metazoa	False
Q93052	612	Homo sapiens	Metazoa	False
P20339	215	Homo sapiens	Metazoa	False
P56378	58	Homo sapiens	Metazoa	True
Q8WV93	481	Homo sapiens	Metazoa	False
Q96A26	154	Homo sapiens	Metazoa	False
Q96IX5	58	Homo sapiens	Metazoa	True
Q9Y619	301	Homo sapiens	Metazoa	False
Q14061	63	Homo sapiens	Metazoa	False
P54098	1239	Homo sapiens	Metazoa	False
Q9P0N9	293	Homo sapiens	Metazoa	False
Q8TB92	370	Homo sapiens	Metazoa	False
Q9HAU4	748	Homo sapiens	Metazoa	False
Q6X4W1	530	Homo sapiens	Metazoa	False
Q5T890	1550	Homo sapiens	Metazoa	False
Q9BPZ7	522	Homo sapiens	Metazoa	False
O76031	633	Homo sapiens	Metazoa	False
Q04837	148	Homo sapiens	Metazoa	False
Q7L8L6	764	Homo sapiens	Metazoa	False
Q99714	261	Homo sapiens	Metazoa	False
Q9NQX3	736	Homo sapiens	Metazoa	False
O94830	711	Homo sapiens	Metazoa	False
O94921	469	Homo sapiens	Metazoa	False
P34947	590	Homo sapiens	Metazoa	False
Q06187	659	Homo sapiens	Metazoa	False
Q00059	246	Homo sapiens	Metazoa	False
Q9BRT2	126	Homo sapiens	Metazoa	False
Q9NVH0	621	Homo sapiens	Metazoa	True
P11233	206	Homo sapiens	Metazoa	False
P21796	283	Homo sapiens	Metazoa	False
P05062	364	Homo sapiens	Metazoa	False
Q15080	339	Homo sapiens	Metazoa	False
Q7L0Y3	403	Homo sapiens	Metazoa	False
Q96QE5	360	Homo sapiens	Metazoa	False
Q9NYY8	710	Homo sapiens	Metazoa	False
O60346	1717	Homo sapiens	Metazoa	False
P40617	200	Homo sapiens	Metazoa	False
P46940	1657	Homo sapiens	Metazoa	False
P49796	1198	Homo sapiens	Metazoa	False
Q7Z7H3	387	Homo sapiens	Metazoa	False
Q96S59	729	Homo sapiens	Metazoa	False
O43464	458	Homo sapiens	Metazoa	False
Q14142	442	Homo sapiens	Metazoa	False
Q7Z3B3	1105	Homo sapiens	Metazoa	False
P42681	527	Homo sapiens	Metazoa	False
P68104	462	Homo sapiens	Metazoa	False
Q8ND76	341	Homo sapiens	Metazoa	False
Q9HB21	404	Homo sapiens	Metazoa	False
P31751	481	Homo sapiens	Metazoa	False
P32455	592	Homo sapiens	Metazoa	False
Q9Y228	551	Homo sapiens	Metazoa	False
P34897	504	Homo sapiens	Metazoa	False
A1A519	330	Homo sapiens	Metazoa	False
A6H8Y1	2624	Homo sapiens	Metazoa	False
O00268	1085	Homo sapiens	Metazoa	False
O00505	521	Homo sapiens	Metazoa	False
O00712	420	Homo sapiens	Metazoa	False
O14497	2285	Homo sapiens	Metazoa	False
O15318	223	Homo sapiens	Metazoa	False
O15370	315	Homo sapiens	Metazoa	False
O43172	522	Homo sapiens	Metazoa	False
O43593	1189	Homo sapiens	Metazoa	False
O60284	1047	Homo sapiens	Metazoa	False
O60381	514	Homo sapiens	Metazoa	False
O60393	691	Homo sapiens	Metazoa	False
O60481	467	Homo sapiens	Metazoa	False
O60682	206	Homo sapiens	Metazoa	False
O75469	434	Homo sapiens	Metazoa	False
O75475	530	Homo sapiens	Metazoa	False
O75486	317	Homo sapiens	Metazoa	False
O77932	396	Homo sapiens	Metazoa	False
O94768	372	Homo sapiens	Metazoa	False
O95125	648	Homo sapiens	Metazoa	False
O95777	96	Homo sapiens	Metazoa	False
P04198	464	Homo sapiens	Metazoa	False
P06454	111	Homo sapiens	Metazoa	False
P07910	306	Homo sapiens	Metazoa	False
P09017	264	Homo sapiens	Metazoa	False
P09086	479	Homo sapiens	Metazoa	False
P0DPB6	133	Homo sapiens	Metazoa	False
P12004	261	Homo sapiens	Metazoa	False
P13378	290	Homo sapiens	Metazoa	False
P14652	356	Homo sapiens	Metazoa	False
P15923	654	Homo sapiens	Metazoa	False
P16455	207	Homo sapiens	Metazoa	False
P17509	224	Homo sapiens	Metazoa	False
P17947	270	Homo sapiens	Metazoa	False
P18858	919	Homo sapiens	Metazoa	False
P20823	631	Homo sapiens	Metazoa	False
P21675	1893	Homo sapiens	Metazoa	False
P23193	301	Homo sapiens	Metazoa	False
P23409	242	Homo sapiens	Metazoa	False
P24278	435	Homo sapiens	Metazoa	False
P26368	475	Homo sapiens	Metazoa	False
P28069	291	Homo sapiens	Metazoa	False
P28340	1107	Homo sapiens	Metazoa	False
P28347	426	Homo sapiens	Metazoa	False
P28698	734	Homo sapiens	Metazoa	False
P29084	291	Homo sapiens	Metazoa	False
P30307	473	Homo sapiens	Metazoa	False
P31271	388	Homo sapiens	Metazoa	False
P31276	330	Homo sapiens	Metazoa	False
P35452	270	Homo sapiens	Metazoa	False
P35637	526	Homo sapiens	Metazoa	False
P35712	828	Homo sapiens	Metazoa	False
P41225	446	Homo sapiens	Metazoa	False
P51531	1590	Homo sapiens	Metazoa	False
P51532	1647	Homo sapiens	Metazoa	False
P51946	323	Homo sapiens	Metazoa	False
P51959	295	Homo sapiens	Metazoa	False
P52739	623	Homo sapiens	Metazoa	False
P52926	109	Homo sapiens	Metazoa	False
P52952	324	Homo sapiens	Metazoa	False
P62310	102	Homo sapiens	Metazoa	False
P67870	215	Homo sapiens	Metazoa	False
P78364	1004	Homo sapiens	Metazoa	False
P83876	142	Homo sapiens	Metazoa	False
P83916	185	Homo sapiens	Metazoa	False
Q02446	784	Homo sapiens	Metazoa	False
Q02548	391	Homo sapiens	Metazoa	False
Q04725	743	Homo sapiens	Metazoa	False
Q06945	474	Homo sapiens	Metazoa	False
Q10571	1320	Homo sapiens	Metazoa	False
Q12947	444	Homo sapiens	Metazoa	False
Q12962	218	Homo sapiens	Metazoa	False
Q12996	717	Homo sapiens	Metazoa	False
Q13111	956	Homo sapiens	Metazoa	False
Q13133	447	Homo sapiens	Metazoa	False
Q13263	835	Homo sapiens	Metazoa	False
Q13416	577	Homo sapiens	Metazoa	False
Q13573	536	Homo sapiens	Metazoa	False
Q14188	446	Homo sapiens	Metazoa	False
Q14469	280	Homo sapiens	Metazoa	False
Q14686	2063	Homo sapiens	Metazoa	False
Q14938	502	Homo sapiens	Metazoa	False
Q14995	579	Homo sapiens	Metazoa	False
Q14CW9	347	Homo sapiens	Metazoa	False
Q15329	346	Homo sapiens	Metazoa	False
Q15393	1217	Homo sapiens	Metazoa	False
Q15543	124	Homo sapiens	Metazoa	False
Q15648	1581	Homo sapiens	Metazoa	False
Q15744	281	Homo sapiens	Metazoa	False
Q16514	161	Homo sapiens	Metazoa	False
Q16533	368	Homo sapiens	Metazoa	False
Q16594	264	Homo sapiens	Metazoa	False
Q29RF7	1337	Homo sapiens	Metazoa	False
Q2TAK8	710	Homo sapiens	Metazoa	False
Q3KNV8	242	Homo sapiens	Metazoa	False
Q4FZB7	885	Homo sapiens	Metazoa	False
Q5HYN5	189	Homo sapiens	Metazoa	False
Q5T0F9	858	Homo sapiens	Metazoa	False
Q5T9G4	340	Homo sapiens	Metazoa	False
Q5THR3	1501	Homo sapiens	Metazoa	False
Q5VTD9	330	Homo sapiens	Metazoa	False
Q5XKL5	1792	Homo sapiens	Metazoa	False
Q69YH5	1023	Homo sapiens	Metazoa	False
Q6ECI4	717	Homo sapiens	Metazoa	False
Q6P4R8	1299	Homo sapiens	Metazoa	False
